ANNUAL VISITOR SUMMARY BY STATE & SPOT,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Tamil Nadu,Yelagiri Wildlife Sanctuary,2025,80757,77103,3654,0.04524685166610944,0.01701382767045301
Telangana,Bhongir Fort,2015,116987,110939,6048,0.05169805192029884,0
Telangana,Bhongir Fort,2016,124052,118116,5936,0.04785090123496599,0.06039132553189663
Telangana,Bhongir Fort,2017,127899,121074,6825,0.05336241878357141,0.03101118885628606
Telangana,Bhongir Fort,2018,130832,124088,6744,0.05154702213525743,0.02293215740545285
Telangana,Bhongir Fort,2019,144115,137147,6968,0.04835027582139264,0.1015271493212671
Telangana,Bhongir Fort,2020,34778,32985,1793,0.05155558111449767,-0.7586788328765222
Telangana,Bhongir Fort,2021,77672,74000,3672,0.047275723555464,1.23336592098453
Telangana,Bhongir Fort,2022,123995,117783,6212,0.05009879430622202,0.5963925224018951
Telangana,Bhongir Fort,2023,139275,132163,7112,0.0510644408544247,0.1232307754344932
Telangana,Bhongir Fort,2024,148883,141432,7451,0.05004600928245669,0.06898581942200677
Telangana,Bhongir Fort,2025,172357,163731,8626,0.05004728557586869,0.1576674301296992
Telangana,Charminar,2015,546308,474509,71799,0.131425862334068,0
Telangana,Charminar,2016,537053,468477,68576,0.1276894459206075,-0.0169409929929637
Telangana,Charminar,2017,559127,487572,71555,0.1279762916117447,0.0411020886206761
Telangana,Charminar,2018,618293,535903,82390,0.1332539750571331,0.1058185349661169
Telangana,Charminar,2019,625054,539797,85257,0.1363994150905362,0.01093494508267123
Telangana,Charminar,2020,154888,134492,20396,0.131682247817778,-0.7522006098673075
Telangana,Charminar,2021,339717,294751,44966,0.1323631140037149,1.193307422137286
Telangana,Charminar,2022,547601,477990,69611,0.1271199285611239,0.6119328735388574
Telangana,Charminar,2023,652177,566021,86156,0.1321052413685242,0.1909711633105127
Telangana,Charminar,2024,725511,631122,94389,0.1301000260506043,0.1124449344273104
Telangana,Charminar,2025,715062,619796,95266,0.1332276082353698,-0.01440226268106204
Telangana,Golconda Fort,2015,346725,336795,9930,0.02863941163746485,0
Telangana,Golconda Fort,2016,362231,349745,12486,0.03446971683815024,0.04472132093157399
Telangana,Golconda Fort,2017,390877,377124,13753,0.03518498146475746,0.07908213267224506
Telangana,Golconda Fort,2018,383816,372303,11513,0.0299961439856598,-0.01806450622574363
Telangana,Golconda Fort,2019,435885,422903,12982,0.02978308498801289,0.1356613585676469
Telangana,Golconda Fort,2020,107479,104549,2930,0.0272611393853683,-0.7534234947291143
Telangana,Golconda Fort,2021,236147,228328,7819,0.03311073187463741,1.197145488886201
Telangana,Golconda Fort,2022,370611,360045,10566,0.02850967726268244,0.5694080382134856
Telangana,Golconda Fort,2023,444184,430793,13391,0.0301474163860022,0.1985181227756327
Telangana,Golconda Fort,2024,448548,437385,11163,0.02488696861874315,0.009824757307782317
Telangana,Golconda Fort,2025,517326,500071,17255,0.03335420991792409,0.1533347601594479
Telangana,KBR National Park,2015,116425,109746,6679,0.05736740390809534,0
Telangana,KBR National Park,2016,123663,117655,6008,0.04858365072818871,0.06216877818337996
Telangana,KBR National Park,2017,130696,123724,6972,0.05334516741139744,0.05687230618697581
Telangana,KBR National Park,2018,128336,121703,6633,0.0516846403191622,-0.01805717083919933
Telangana,KBR National Park,2019,138302,131575,6727,0.0486399329004642,0.07765552923575614
Telangana,KBR National Park,2020,34000,32243,1757,0.0516764705882353,-0.7541611834969848
Telangana,KBR National Park,2021,72858,68982,3876,0.05319937412501029,1.142882352941176
Telangana,KBR National Park,2022,115802,109267,6535,0.05643253138978602,0.5894205166213731
Telangana,KBR National Park,2023,151569,143415,8154,0.0537972804465293,0.3088634047771195
Telangana,KBR National Park,2024,152023,144297,7726,0.05082125730974918,0.002995335457778303
Telangana,KBR National Park,2025,170062,161797,8265,0.04859992238124919,0.1186596764963197
Telangana,Nagarjuna Sagar,2015,242827,240118,2709,0.01115609055006239,0
Telangana,Nagarjuna Sagar,2016,240755,236412,4343,0.01803908537725073,-0.008532823779892729
Telangana,Nagarjuna Sagar,2017,254541,250664,3877,0.01523133797698603,0.05726153143236901
Telangana,Nagarjuna Sagar,2018,281638,277466,4172,0.01481334194959487,0.1064543629513517
Telangana,Nagarjuna Sagar,2019,280634,275997,4637,0.01652330081173343,-0.00356485985555921
Telangana,Nagarjuna Sagar,2020,66499,65763,736,0.01106783560655047,-0.7630401163080739
Telangana,Nagarjuna Sagar,2021,160091,157537,2554,0.01595342648868456,1.407419660446022
Telangana,Nagarjuna Sagar,2022,242007,239541,2466,0.01018978789869714,0.5116839797365249
Telangana,Nagarjuna Sagar,2023,279972,276141,3831,0.01368351120826368,0.156875627564492
Telangana,Nagarjuna Sagar,2024,300793,296837,3956,0.01315190180622554,0.07436815110082429
Telangana,Nagarjuna Sagar,2025,334230,330152,4078,0.01220117882895012,0.1111628262625792
Telangana,Pakhal Lake,2015,77210,72230,4980,0.0644994171739412,0
Telangana,Pakhal Lake,2016,81851,77287,4564,0.05575985632429659,0.06010879419764281
Telangana,Pakhal Lake,2017,80609,75652,4957,0.06149437407733628,-0.01517391357466613
Telangana,Pakhal Lake,2018,84050,79238,4812,0.05725163593099346,0.04268754109342621
Telangana,Pakhal Lake,2019,88605,83534,5071,0.05723153320918684,0.05419393218322432
Telangana,Pakhal Lake,2020,22056,20837,1219,0.05526840768951759,-0.7510749957677332
Telangana,Pakhal Lake,2021,46049,43456,2593,0.056309583269995,1.087821907870874
Telangana,Pakhal Lake,2022,71122,66536,4586,0.06448075138494418,0.5444852222632413
Telangana,Pakhal Lake,2023,90517,85338,5179,0.05721577162301004,0.2727004302466185
Telangana,Pakhal Lake,2024,96794,91255,5539,0.05722462136082815,0.0693460896848106
Telangana,Pakhal Lake,2025,103818,97912,5906,0.05688801556570151,0.07256648139347477
Telangana,Ramoji Film City,2015,469635,403833,65802,0.1401130665303906,0
Telangana,Ramoji Film City,2016,450041,388155,61886,0.1375119155810249,-0.04172176264545868
Telangana,Ramoji Film City,2017,474078,409581,64497,0.1360472327338539,0.05341068924831283
Telangana,Ramoji Film City,2018,488674,419436,69238,0.1416854590176682,0.03078818253536331
Telangana,Ramoji Film City,2019,507429,440865,66564,0.1311789432610277,0.03837936947740217
Telangana,Ramoji Film City,2020,124059,107025,17034,0.137305636834087,-0.7555145645991853
Telangana,Ramoji Film City,2021,276498,237954,38544,0.1394006466592887,1.22876212124876
Telangana,Ramoji Film City,2022,435051,376091,58960,0.1355243408244091,0.573432719224009
Telangana,Ramoji Film City,2023,556742,478960,77782,0.139709236953562,0.2797166309237309
Telangana,Ramoji Film City,2024,563934,488542,75392,0.1336894033698979,0.01291801229294709
Telangana,Ramoji Film City,2025,638617,550903,87714,0.1373499296135242,0.1324321640475659
Telangana,Thousand Pillar Temple,2015,151225,148983,2242,0.01482559100677798,0
Telangana,Thousand Pillar Temple,2016,155762,153709,2053,0.01318036491570473,0.03000165316581249
Telangana,Thousand Pillar Temple,2017,165757,163362,2395,0.01444886188818572,0.0641684107805498
Telangana,Thousand Pillar Temple,2018,164836,163006,1830,0.01110194375015167,-0.005556326429653091
Telangana,Thousand Pillar Temple,2019,182097,179901,2196,0.01205950674640439,0.1047162027712394
Telangana,Thousand Pillar Temple,2020,44691,44343,348,0.007786802711955428,-0.7545758579218769
Telangana,Thousand Pillar Temple,2021,91101,90303,798,0.008759508677182467,1.038464120292677
Telangana,Thousand Pillar Temple,2022,152941,151574,1367,0.008938087236254503,0.6788070383420599
Telangana,Thousand Pillar Temple,2023,178118,175741,2377,0.01334508584196993,0.1646190360988877
Telangana,Thousand Pillar Temple,2024,203675,202030,1645,0.008076592610776973,0.1434835333879787
Telangana,Thousand Pillar Temple,2025,207576,204156,3420,0.0164758931668401,0.01915306247698534
Telangana,Warangal Fort,2015,172326,163505,8821,0.05118786486078711,0
Telangana,Warangal Fort,2016,189401,179189,10212,0.05391734996119345,0.09908545431333637
Telangana,Warangal Fort,2017,190583,182081,8502,0.04461048467072089,0.006240727345684594
Telangana,Warangal Fort,2018,193626,184001,9625,0.04970923326412775,0.01596679661879596
Telangana,Warangal Fort,2019,217957,205923,12034,0.05521272544584482,0.1256597770960513
Telangana,Warangal Fort,2020,49975,47569,2406,0.04814407203601801,-0.7707116541336135
Telangana,Warangal Fort,2021,110503,105609,4894,0.0442883903604427,1.211165582791396
Telangana,Warangal Fort,2022,178843,170584,8259,0.04618016919868265,0.6184447481063862
Telangana,Warangal Fort,2023,216144,203973,12171,0.05630968243393293,0.2085684091633444
Telangana,Warangal Fort,2024,244864,233609,11255,0.04596429038159958,0.1328743800429344
Telangana,Warangal Fort,2025,238424,226815,11609,0.04869056806361775,-0.02630031364349195
Telangana,Yadagirigutta Temple,2015,594979,541683,53296,0.08957627075913603,0
Telangana,Yadagirigutta Temple,2016,616667,561367,55300,0.08967562720236368,0.03645170669889186
Telangana,Yadagirigutta Temple,2017,656846,601042,55804,0.08495750906605201,0.0651550999161623
Telangana,Yadagirigutta Temple,2018,681415,624428,56987,0.08363038676870924,0.03740450577456511
Telangana,Yadagirigutta Temple,2019,727097,667232,59865,0.08233426901775141,0.06703990959987682
Telangana,Yadagirigutta Temple,2020,179107,162829,16278,0.09088422004723433,-0.753668355116305
Telangana,Yadagirigutta Temple,2021,379046,344848,34198,0.09022123963846077,1.116310361962402
Telangana,Yadagirigutta Temple,2022,584919,534856,50063,0.08558962864943694,0.5431346063538462
Telangana,Yadagirigutta Temple,2023,765188,699085,66103,0.08638792035421361,0.3081948098796585
Telangana,Yadagirigutta Temple,2024,778587,708385,70202,0.09016590310395627,0.01751072938937881
Telangana,Yadagirigutta Temple,2025,843002,768874,74128,0.08793336196118158,0.08273320772116666
Uttar Pradesh,Agra Fort,2015,845110,760333,84777,0.1003147519257848,0
Uttar Pradesh,Agra Fort,2016,872906,777415,95491,0.109394367778432,0.03289039296659602
Uttar Pradesh,Agra Fort,2017,869880,778065,91815,0.1055490412470686,-0.00346658173961456
Uttar Pradesh,Agra Fort,2018,897207,801830,95377,0.106304342253237,0.03141467788660512
Uttar Pradesh,Agra Fort,2019,998309,889520,108789,0.108973273806006,0.1126852554650153
Uttar Pradesh,Agra Fort,2020,255030,227200,27830,0.109124416735286,-0.7445380137813042
Uttar Pradesh,Agra Fort,2021,516321,464268,52053,0.1008151905500648,1.024550052934949
Uttar Pradesh,Agra Fort,2022,803520,721446,82074,0.1021430704898447,0.5562411755477696
Uttar Pradesh,Agra Fort,2023,1006222,902036,104186,0.1035417631496827,0.2522675228992433
Uttar Pradesh,Agra Fort,2024,1115334,1002113,113221,0.1015130893526065,0.1084373031001111
Uttar Pradesh,Agra Fort,2025,1162059,1038210,123849,0.1065772047718748,0.04189328039851747
Uttar Pradesh,Allahabad Fort,2015,188650,183615,5035,0.02668963689371853,0
Uttar Pradesh,Allahabad Fort,2016,179004,173108,5896,0.03293781144555429,-0.05113172541743971
Uttar Pradesh,Allahabad Fort,2017,200889,193440,7449,0.0370801786060959,0.1222598377689883
Uttar Pradesh,Allahabad Fort,2018,207530,201059,6471,0.03118103406736375,0.03305805693691544
Uttar Pradesh,Allahabad Fort,2019,211400,202867,8533,0.04036423841059603,0.01864790632679614
Uttar Pradesh,Allahabad Fort,2020,53965,52177,1788,0.03313258593532845,-0.7447256385998108
Uttar Pradesh,Allahabad Fort,2021,116744,112740,4004,0.0342972658123758,1.16332808301677
Uttar Pradesh,Allahabad Fort,2022,176983,170128,6855,0.0387325336331738,0.515992256561365
Uttar Pradesh,Allahabad Fort,2023,208694,201395,7299,0.03497465188266074,0.1791754010272173
Uttar Pradesh,Allahabad Fort,2024,240238,231805,8433,0.03510268983258269,0.1511495299337786
Uttar Pradesh,Allahabad Fort,2025,253402,245507,7895,0.03115602876062541,0.05479566096953858
Uttar Pradesh,Chitrakoot,2015,218620,212473,6147,0.0281172811270698,0
Uttar Pradesh,Chitrakoot,2016,222057,216925,5132,0.02311118316468294,0.0157213429695362
Uttar Pradesh,Chitrakoot,2017,225309,219613,5696,0.02528083654004057,0.0146448884745809
Uttar Pradesh,Chitrakoot,2018,226727,220129,6598,0.02910107750731055,0.006293579040340225
Uttar Pradesh,Chitrakoot,2019,239823,233939,5884,0.02453476105294321,0.0577610959435797
Uttar Pradesh,Chitrakoot,2020,58545,57101,1444,0.02466478777009138,-0.7558824633166961
Uttar Pradesh,Chitrakoot,2021,129179,126627,2552,0.01975553302007292,1.206490733623708
Uttar Pradesh,Chitrakoot,2022,203303,197892,5411,0.02661544591078341,0.5738084363557545
Uttar Pradesh,Chitrakoot,2023,254597,249446,5151,0.02023197445374455,0.2523032124464468
Uttar Pradesh,Chitrakoot,2024,285408,277294,8114,0.02842947639869941,0.1210187079973448
Uttar Pradesh,Chitrakoot,2025,284619,278669,5950,0.02090513985362889,-0.002764463504877246
Uttar Pradesh,Dudhwa National Park,2015,75769,72881,2888,0.03811585212949887,0
Uttar Pradesh,Dudhwa National Park,2016,79057,76203,2854,0.0361005350569842,0.04339505602555138
Uttar Pradesh,Dudhwa National Park,2017,80856,77624,3232,0.03997229642821807,0.02275573320515578
Uttar Pradesh,Dudhwa National Park,2018,80342,77261,3081,0.03834855990640014,-0.006356980310675775
Uttar Pradesh,Dudhwa National Park,2019,91100,87555,3545,0.0389132821075741,0.1339025665280924
Uttar Pradesh,Dudhwa National Park,2020,22071,21227,844,0.03824022472928277,-0.7577277716794731
Uttar Pradesh,Dudhwa National Park,2021,49801,48196,1605,0.03222826850866448,1.256399800643378
Uttar Pradesh,Dudhwa National Park,2022,72295,69585,2710,0.0374853032713189,0.4516776771550772
Uttar Pradesh,Dudhwa National Park,2023,91595,87747,3848,0.04201102680277308,0.266961753924891
Uttar Pradesh,Dudhwa National Park,2024,96948,92731,4217,0.04349754507571069,0.05844205469730879
Uttar Pradesh,Dudhwa National Park,2025,100640,97159,3481,0.03458863275039745,0.03808227090811567
Uttar Pradesh,Fatehpur Sikri,2015,358275,341178,17097,0.04772032656478962,0
Uttar Pradesh,Fatehpur Sikri,2016,363354,345713,17641,0.04855044942397772,0.01417626125183169
Uttar Pradesh,Fatehpur Sikri,2017,377985,358304,19681,0.05206820376469966,0.04026651695041195
Uttar Pradesh,Fatehpur Sikri,2018,400024,382110,17914,0.04478231306121633,0.05830654655608036
Uttar Pradesh,Fatehpur Sikri,2019,407482,388827,18655,0.04578116333973034,0.01864388136711792
Uttar Pradesh,Fatehpur Sikri,2020,103546,98472,5074,0.04900237575570278,-0.7458881619310791
Uttar Pradesh,Fatehpur Sikri,2021,231898,221152,10746,0.04633933884725181,1.239565024240434
Uttar Pradesh,Fatehpur Sikri,2022,365835,350603,15232,0.04163625678242924,0.5775685861887554
Uttar Pradesh,Fatehpur Sikri,2023,452896,433202,19694,0.04348459690524977,0.2379788702557164
Uttar Pradesh,Fatehpur Sikri,2024,490995,464980,26015,0.05298424627542032,0.08412306578110651
Uttar Pradesh,Fatehpur Sikri,2025,514934,490900,24034,0.04667394268003278,0.0487560973126
Uttar Pradesh,Lucknow Residency,2015,147075,142028,5047,0.03431582525922149,0
Uttar Pradesh,Lucknow Residency,2016,158192,151691,6501,0.04109563062607464,0.07558728539860615
Uttar Pradesh,Lucknow Residency,2017,157392,151044,6348,0.04033241842025008,-0.005057145746940384
Uttar Pradesh,Lucknow Residency,2018,168448,161916,6532,0.03877754559270517,0.0702449933922944
Uttar Pradesh,Lucknow Residency,2019,173782,168100,5682,0.03269613653888205,0.03166555851063824
Uttar Pradesh,Lucknow Residency,2020,43328,41521,1807,0.0417051329394387,-0.7506761344673212
Uttar Pradesh,Lucknow Residency,2021,92682,89369,3313,0.03574588377462722,1.139078655834564
Uttar Pradesh,Lucknow Residency,2022,149112,143797,5315,0.03564434787273996,0.6088560885608856
Uttar Pradesh,Lucknow Residency,2023,181974,175828,6146,0.03377405563432138,0.2203846772895541
Uttar Pradesh,Lucknow Residency,2024,197530,190060,7470,0.03781704044955197,0.08548473957818148
Uttar Pradesh,Lucknow Residency,2025,202602,194635,7967,0.03932340253304508,0.02567711233736647
Uttar Pradesh,Mathura-Vrindavan,2015,1038555,960568,77987,0.07509183432750312,0
Uttar Pradesh,Mathura-Vrindavan,2016,1129578,1049963,79615,0.07048207383642387,0.08764388982769322
Uttar Pradesh,Mathura-Vrindavan,2017,1135762,1058958,76804,0.0676233224918601,0.005474610872378882
Uttar Pradesh,Mathura-Vrindavan,2018,1198283,1118855,79428,0.0662848425622328,0.05504762441426991
Uttar Pradesh,Mathura-Vrindavan,2019,1171736,1084668,87068,0.07430684044870176,-0.0221541989663544
Uttar Pradesh,Mathura-Vrindavan,2020,306937,284207,22730,0.07405428475550357,-0.7380493558275926
Uttar Pradesh,Mathura-Vrindavan,2021,677284,630414,46870,0.06920287501255012,1.206589625884139
Uttar Pradesh,Mathura-Vrindavan,2022,1046783,967755,79028,0.07549606747530291,0.5455599128282966
Uttar Pradesh,Mathura-Vrindavan,2023,1264940,1165627,99313,0.07851202428573688,0.2084070910589875
Uttar Pradesh,Mathura-Vrindavan,2024,1305171,1208093,97078,0.07437952574796712,0.03180467057726055
Uttar Pradesh,Mathura-Vrindavan,2025,1415326,1308119,107207,0.07574721300958225,0.08439890251928683
Uttar Pradesh,Sarnath,2015,232167,218328,13839,0.05960795461887348,0
Uttar Pradesh,Sarnath,2016,255168,241877,13291,0.05208725232004013,0.0990709273927819
Uttar Pradesh,Sarnath,2017,265742,249996,15746,0.05925295963754318,0.04143936543767235
Uttar Pradesh,Sarnath,2018,281240,264377,16863,0.05995946522543024,0.05831972364172766
Uttar Pradesh,Sarnath,2019,285922,269237,16685,0.05835507585984989,0.01664770302944096
Uttar Pradesh,Sarnath,2020,72335,68001,4334,0.05991567014584918,-0.7470114226957002
Uttar Pradesh,Sarnath,2021,152046,142909,9137,0.06009365586730332,1.101970000691229
Uttar Pradesh,Sarnath,2022,239429,224803,14626,0.06108700282756057,0.5747142312194993
Uttar Pradesh,Sarnath,2023,303159,283983,19176,0.06325393605335813,0.2661749412143057
Uttar Pradesh,Sarnath,2024,313529,295389,18140,0.05785748686724354,0.03420647251112463
Uttar Pradesh,Sarnath,2025,340773,320389,20384,0.05981694559134673,0.08689467322002109
Uttar Pradesh,Taj Mahal,2015,2037884,1587109,450775,0.2211975755244165,0
Uttar Pradesh,Taj Mahal,2016,1967088,1536799,430289,0.218744153794848,-0.03473995575803135
Uttar Pradesh,Taj Mahal,2017,2163936,1692885,471051,0.2176825007763631,0.1000707645006222
Uttar Pradesh,Taj Mahal,2018,2243239,1748364,494875,0.220607345004255,0.0366475718320689
Uttar Pradesh,Taj Mahal,2019,2292851,1797035,495816,0.216244317663904,0.02211623460540757
Uttar Pradesh,Taj Mahal,2020,583477,456229,127248,0.2180857171747987,-0.7455233680688366
Uttar Pradesh,Taj Mahal,2021,1211693,942557,269136,0.2221156679125818,1.076676544233963
Uttar Pradesh,Taj Mahal,2022,1959406,1541604,417802,0.2132289071279765,0.6170812243695392
Uttar Pradesh,Taj Mahal,2023,2276324,1777557,498767,0.219110724132417,0.1617418748334956
Uttar Pradesh,Taj Mahal,2024,2653269,2090701,562568,0.2120282564640072,0.1655937379740318
Uttar Pradesh,Taj Mahal,2025,2638485,2079991,558494,0.2116722285705623,-0.005571994396346591
Uttar Pradesh,Varanasi Ghats,2015,1370239,1193460,176779,0.1290132597306017,0
Uttar Pradesh,Varanasi Ghats,2016,1409699,1235210,174489,0.1237774872508245,0.02879789584152848
Uttar Pradesh,Varanasi Ghats,2017,1474282,1289993,184289,0.1250025436110595,0.04581332610720446
Uttar Pradesh,Varanasi Ghats,2018,1535988,1341500,194488,0.1266207808915174,0.04185495040975873
Uttar Pradesh,Varanasi Ghats,2019,1491338,1313668,177670,0.1191346294401403,-0.02906923752008483
Uttar Pradesh,Varanasi Ghats,2020,391699,342553,49146,0.1254687910870337,-0.7373506207177716
Uttar Pradesh,Varanasi Ghats,2021,894685,785513,109172,0.12202283485249,1.284113566794912
Uttar Pradesh,Varanasi Ghats,2022,1321008,1158782,162226,0.1228047067088163,0.4765062563919145
Uttar Pradesh,Varanasi Ghats,2023,1653149,1449789,203360,0.1230137150371806,0.2514299686300159
Uttar Pradesh,Varanasi Ghats,2024,1720506,1512406,208100,0.1209527894700745,0.04074466366915508
Uttar Pradesh,Varanasi Ghats,2025,1806002,1587334,218668,0.1210784927148475,0.04969235794586013
Uttarakhand,Auli Ski Resort,2015,93636,89239,4397,0.04695843479003802,0
Uttarakhand,Auli Ski Resort,2016,90984,86843,4141,0.04551349687857206,-0.02832244008714602
Uttarakhand,Auli Ski Resort,2017,96844,92822,4022,0.04153070918177688,0.06440692869075892
Uttarakhand,Auli Ski Resort,2018,98100,93468,4632,0.047217125382263,0.01296931146999292
Uttarakhand,Auli Ski Resort,2019,104981,100103,4878,0.04646555090921214,0.0701427115188582
Uttarakhand,Auli Ski Resort,2020,26757,25483,1274,0.04761370856224539,-0.7451253083891372
Uttarakhand,Auli Ski Resort,2021,58555,55747,2808,0.04795491418324652,1.188399297380125
Uttarakhand,Auli Ski Resort,2022,84684,80468,4216,0.04978508336875915,0.446230040133208
Uttarakhand,Auli Ski Resort,2023,112688,106997,5691,0.05050227175919353,0.3306882055642153
Uttarakhand,Auli Ski Resort,2024,114655,109774,4881,0.0425711918363787,0.01745527474087738
Uttarakhand,Auli Ski Resort,2025,118102,112156,5946,0.05034631081607424,0.03006410535955695
Uttarakhand,Badrinath Temple,2015,294202,291566,2636,0.008959830320664034,0
Uttarakhand,Badrinath Temple,2016,315133,313364,1769,0.005613502870216702,0.07114499561525744
Uttarakhand,Badrinath Temple,2017,315218,313898,1320,0.004187578120538802,0.0002697273849454618
Uttarakhand,Badrinath Temple,2018,326829,321641,5188,0.01587374437396926,0.03683482542240601
Uttarakhand,Badrinath Temple,2019,356893,353582,3311,0.009277290392358493,0.09198694118330986
Uttarakhand,Badrinath Temple,2020,84104,83276,828,0.0098449538666413,-0.7643439350169379
Uttarakhand,Badrinath Temple,2021,185086,182123,2963,0.01600877429951482,1.200680110339579
Uttarakhand,Badrinath Temple,2022,304054,301210,2844,0.009353601662862518,0.6427714683984742
Uttarakhand,Badrinath Temple,2023,356611,354303,2308,0.006472038159226721,0.1728541640629624
Uttarakhand,Badrinath Temple,2024,385080,381475,3605,0.009361691077178769,0.07983208594238533
Uttarakhand,Badrinath Temple,2025,402225,397724,4501,0.01119025421095158,0.04452321595512632
Uttarakhand,Haridwar Har-ki-Pauri,2015,1098510,994125,104385,0.09502416910178332,0
Uttarakhand,Haridwar Har-ki-Pauri,2016,1099250,990517,108733,0.09891562428928816,0.000673639748386412
Uttarakhand,Haridwar Har-ki-Pauri,2017,1119356,1015601,103755,0.09269169057922591,0.0182906527177622
Uttarakhand,Haridwar Har-ki-Pauri,2018,1206774,1090848,115926,0.09606272591222549,0.07809669131178998
Uttarakhand,Haridwar Har-ki-Pauri,2019,1209272,1092613,116659,0.0964704384125325,0.002069981620419492
Uttarakhand,Haridwar Har-ki-Pauri,2020,301147,273053,28094,0.09328998794608613,-0.7509683512063456
Uttarakhand,Haridwar Har-ki-Pauri,2021,675717,610246,65471,0.09689115413701298,1.243811161990656
Uttarakhand,Haridwar Har-ki-Pauri,2022,1021605,927294,94311,0.09231650197483372,0.5118829332398032
Uttarakhand,Haridwar Har-ki-Pauri,2023,1283117,1158378,124739,0.09721560855323404,0.2559815192760411
Uttarakhand,Haridwar Har-ki-Pauri,2024,1359138,1226786,132352,0.09737936839379077,0.05924713023052464
Uttarakhand,Haridwar Har-ki-Pauri,2025,1457651,1317713,139938,0.09600240386759244,0.0724819701899293
Uttarakhand,Jim Corbett National Park,2015,152274,142782,9492,0.06233500137909295,0
Uttarakhand,Jim Corbett National Park,2016,163693,154182,9511,0.05810266779886739,0.07498982098060081
Uttarakhand,Jim Corbett National Park,2017,154699,145984,8715,0.05633520578672131,-0.05494431649490206
Uttarakhand,Jim Corbett National Park,2018,164590,154983,9607,0.05836928124430403,0.06393706488083306
Uttarakhand,Jim Corbett National Park,2019,179672,168755,10917,0.06076071953337192,0.09163375660732731
Uttarakhand,Jim Corbett National Park,2020,42842,40519,2323,0.05422249194715466,-0.7615543879959037
Uttarakhand,Jim Corbett National Park,2021,93736,88261,5475,0.05840872236920713,1.187946407730732
Uttarakhand,Jim Corbett National Park,2022,141164,132825,8339,0.05907313479357344,0.5059742254843389
Uttarakhand,Jim Corbett National Park,2023,186344,176059,10285,0.05519362040097883,0.3200532713723045
Uttarakhand,Jim Corbett National Park,2024,190043,179590,10453,0.05500334134906311,0.01985038423560725
Uttarakhand,Jim Corbett National Park,2025,201905,189971,11934,0.05910700577004037,0.0624174528922401
Uttarakhand,Kedarnath Temple,2015,350712,341448,9264,0.02641483610483816,0
Uttarakhand,Kedarnath Temple,2016,376996,366471,10525,0.02791806809621322,0.07494468395720699
Uttarakhand,Kedarnath Temple,2017,394678,384974,9704,0.02458713178844527,0.04690235440163826
Uttarakhand,Kedarnath Temple,2018,407941,397117,10824,0.026533248680569,0.03360460932709697
Uttarakhand,Kedarnath Temple,2019,403438,395365,8073,0.02001050966939158,-0.01103836093944954
Uttarakhand,Kedarnath Temple,2020,101554,99470,2084,0.02052110207377356,-0.7482785458980066
Uttarakhand,Kedarnath Temple,2021,223126,216479,6647,0.02979034267633534,1.197116804852591
Uttarakhand,Kedarnath Temple,2022,368701,361853,6848,0.01857331550497558,0.6524340507157391
Uttarakhand,Kedarnath Temple,2023,443097,431930,11167,0.02520215663838844,0.2017786770309817
Uttarakhand,Kedarnath Temple,2024,462495,455073,7422,0.01604774105666007,0.04377822463252956
Uttarakhand,Kedarnath Temple,2025,511983,499660,12323,0.02406915854627986,0.107002237862031
Uttarakhand,Lansdowne,2015,117482,112308,5174,0.04404078922728588,0
Uttarakhand,Lansdowne,2016,122052,116677,5375,0.04403860649559204,0.03889957610527572
Uttarakhand,Lansdowne,2017,125922,120370,5552,0.04409078635981004,0.03170779667682622
Uttarakhand,Lansdowne,2018,139874,133646,6228,0.0445257874944593,0.1107987484315687
Uttarakhand,Lansdowne,2019,133480,127847,5633,0.04220107881330536,-0.04571256988432448
Uttarakhand,Lansdowne,2020,33434,31940,1494,0.04468505114554047,-0.7495205274198382
Uttarakhand,Lansdowne,2021,78186,74786,3400,0.04348604609520886,1.338517676616618
Uttarakhand,Lansdowne,2022,123897,118048,5849,0.04720856840762892,0.5846443097229683
Uttarakhand,Lansdowne,2023,152789,145707,7082,0.04635150436222503,0.2331937012195615
Uttarakhand,Lansdowne,2024,159280,152106,7174,0.04504018081366148,0.04248342485388346
Uttarakhand,Lansdowne,2025,159646,153141,6505,0.04074640141312654,0.002297840281265673
Uttarakhand,Mussoorie,2015,474837,416733,58104,0.1223662014543938,0
Uttarakhand,Mussoorie,2016,515038,451639,63399,0.1230957715741363,0.08466273689708248
Uttarakhand,Mussoorie,2017,497375,437980,59395,0.1194169389293792,-0.03429455690648064
Uttarakhand,Mussoorie,2018,541597,477574,64023,0.1182115115113267,0.08891078160341803
Uttarakhand,Mussoorie,2019,554150,488158,65992,0.1190868898312731,0.02317775024603175
Uttarakhand,Mussoorie,2020,134964,118527,16437,0.121788032364186,-0.7564486149959397
Uttarakhand,Mussoorie,2021,300898,264526,36372,0.1208781713404542,1.229468599033817
Uttarakhand,Mussoorie,2022,465658,407502,58156,0.1248899406860829,0.5475609675039381
Uttarakhand,Mussoorie,2023,570394,504212,66182,0.116028569725488,0.2249204351691585
Uttarakhand,Mussoorie,2024,632223,554143,78080,0.1235007268005118,0.1083970027735215
Uttarakhand,Mussoorie,2025,666341,586044,80297,0.1205043663829781,0.05396513571951678
Uttarakhand,Nainital,2015,519892,473107,46785,0.08998984404453232,0
